"PartSop_AbsoluteIntervallicTrimRatio","PartSop_Ambitus","PartSop_AscendingIntervallicMean","PartSop_AverageDuration","PartSop_DescendingIntervallicStd","PartSop_DottedRhythm","PartSop_HighestNoteIndex","PartSop_IntervallicKurtosis","PartSop_IntervallicMean","PartSop_IntervallicTrimDiff","PartSop_IntervallicTrimRatio","PartSop_IntervalsAugmentedAsc_Per","PartSop_IntervalsAugmentedDesc_Per","PartSop_IntervalsBeyondOctaveAsc_Per","PartSop_IntervalsBeyondOctaveDesc_Per","PartSop_IntervalsDiminishedAsc_Per","PartSop_IntervalsDiminishedDesc_Per","PartSop_IntervalsMajorAll_Per","PartSop_IntervalsMajorAsc_Per","PartSop_IntervalsMinorAll_Per","PartSop_IntervalsPerfectAll_Per","PartSop_IntervalsPerfectAsc_Per","PartSop_IntervalsPerfectDesc_Per","PartSop_IntervalsWithinOctaveDesc_Per","PartSop_LargestSemitonesAsc","PartSop_LargestSemitonesDesc","PartSop_LeapsAsc_Per","PartSop_LeapsDesc_Per","PartSop_RhythmInt","PartSop_StepwiseMotionAll_Per","PartSop_SyllabicRatio","PartSop_VoicePresence","y","PartSop_LargestIntervalAll_P8"
0.113018308715317,-0.330293996990276,1.98189030492369,0.986195032071443,0.707556367788755,0.0501581477377211,-0.381841236262494,-0.654350528368334,0.0333195054137784,0.619254714613183,-1.85608414353501,-0.344184024156449,-0.486001282060425,1.80021860872696,-0.340074726595641,2.25941863610818,-0.675816137572748,-0.042934941540562,-0.748409351195047,0.0169777280658439,-0.00760368712441804,-0.114962666201603,-0.337828072488209,0.716292913355098,0.91393149186226,-0.0955942739037339,1.26534415738996,0.506747885823747,-0.796969073669595,-0.835768158462654,-1.09282651553628,1.34100691147148,"Male",0
-0.213945188568488,-1.02040547673532,-1.16334888349768,-1.14423373729308,0.0524662491898172,0.168938559555597,-0.381841236262494,-0.581821503755953,-1.35655885645026,-0.827972412745595,-0.00169509166846852,-0.00209725145928591,-0.486001282060425,-0.686328160831218,-0.340074726595641,-0.698262353174147,0.585650962972772,0.613107628743473,0.987653233261226,1.01629648062924,-1.29864135179932,-0.926120735458343,-0.467147628815568,-0.102724240978746,-1.31204057876608,-0.0955942739037339,-0.835619991089743,-0.471200611577798,1.07229900079398,1.20214883392863,0.289549616690347,1.02778132227968,"Female",0
-1.22444445614438,-1.36546121660784,-1.25399321359567,-1.00482829538099,-0.838247963444766,-0.675027524413516,0.0213198682731272,-1.12441390173227,-1.22985879062313,-1.02391391515179,0.0185532066329962,-0.756562599462639,-0.486001282060425,-0.686328160831218,-0.340074726595641,-0.698262353174147,-0.675816137572748,-0.520143576044316,0.64979901479607,-1.54689871211367,1.78495245498188,-0.755851570985937,1.25644994500394,-1.98926375459388,-1.31204057876608,1.0618529417796,-0.827163821796344,-0.170583832602272,-0.0638461916623339,-0.728856614463227,-0.882512259663969,0.404346762732594,"Male",0
2.36905982342509,1.04992896249981,0.961659197740603,0.139447570791816,2.04778810494229,-0.63942750050791,0.82764207734437,2.88740193237423,0.704118778757118,0.23300440895926,1.11416411479282,1.89561918313243,0.484209828513594,3.15176107388493,2.20730863400257,-0.698262353174147,-0.454093557982861,0.767050146101519,0.0448258435953551,-0.426249420032655,-0.549375351601507,0.361894075950091,-0.112549157852782,0.677638308793402,2.76890821738588,-3.56793592095375,0.263242881762522,-0.221073574796829,-0.140235764838081,0.486687317760296,0.0944651205674789,0.301558269043827,"Male",0
-0.510527857221814,-0.675349736862798,0.241100816044292,-0.773765155592028,-0.837073224910273,0.689153719510328,0.0213198682731272,-0.835841362504877,0.456414448632425,0.446803937186449,2.91221333808863,-0.224709857478972,0.486800512386953,-0.686328160831218,-0.340074726595641,-0.0624991498704893,-0.231186879169531,-0.225335677371726,-0.967041154405068,0.348737428097479,0.00566866269934227,0.111179928744041,-0.597134789439053,0.678871568816481,-0.570049888556634,0.676037203218491,0.508933506451918,-0.734517898796147,0.690458152972331,0.0853010016919679,-0.147935295576023,-0.0476043788673641,"Male",1
-0.671729589808963,-1.02040547673532,-0.545601082961966,-0.492561376880905,-1.54373035899071,-0.675027524413516,-0.785002340798116,-0.36234901451959,0.290541999302391,0.953826720416414,0.10563153832164,-0.756562599462639,-0.486001282060425,-0.686328160831218,-0.340074726595641,-0.0512696367686428,-0.675816137572748,1.20885787061192,0.684959606449473,0.233654003954799,-1.20584801965081,-1.15468858124467,-1.00166846163532,0.787017220764361,-0.570049888556634,1.44766868034072,-0.740028512120889,-0.635450648786164,-0.440292837303949,1.00745473374119,-0.487698472769893,-2.01015495401653,"Male",1
1.58063880105931,1.04992896249981,1.5833433521872,0.759402904346501,1.63349297780074,-0.675027524413516,-1.99448565440498,0.366299701979658,-1.12447468120102,0.385734408222845,-0.213588297459162,-0.756562599462639,-0.486001282060425,2.59659326886336,-0.340074726595641,0.386445253373577,0.841392584723458,0.0539856973129043,-0.594594393165831,1.00022045198171,-0.771051016850166,-0.0336620852282638,0.291232524061213,1.38896076094136,2.02691752717643,-0.0955942739037339,1.20046762353462,0.213073481066723,-0.107086133644349,-0.00973602632672657,-0.698047574382912,0.148524003300496,"Male",0
-0.873537687040283,0.014761742882247,-1.05918631266973,-0.672474190726377,-0.58737944313409,-0.304193942063452,0.0213198682731272,0.0303930162512554,-0.223370987453344,-0.174556808035223,-0.526356099706862,-0.344610475630409,-0.486001282060425,-0.189533087533777,-0.340074726595641,-0.698262353174147,-0.675816137572748,1.41591578859323,1.39189039020454,1.49677788040614,-2.27513043964132,-0.923831698086947,-0.447667226845542,0.922294125676917,0.171940801652813,-0.0955942739037339,0.0887258856632012,0.171379411320252,-0.142409896582394,1.20602682707046,2.82489655112015,-0.222432063389806,"Male",0
0.458421449835642,-1.36546121660784,-1.45248043292686,0.337962823064929,-1.78743566119108,-0.675027524413516,-0.381841236262494,1.4135364914524,1.38035309183046,0.994379386285085,0.646614300086158,4.83442271626758,-0.486001282060425,-0.686328160831218,-0.340074726595641,-0.698262353174147,-0.675816137572748,-1.77086470946399,-1.32693191536825,3.02583861833465,-0.600575021531239,-1.4309538722274,-1.30414009759257,-0.558691685964604,-0.570049888556634,2.60511589602405,-1.83193475846878,-0.000410123802089883,-0.860242138399326,0.23109118702019,0.0042975948760363,2.4837731060113,"Male",1
-0.127112802934587,0.35981748275477,0.0414600550844773,-1.28934013068178,-0.591116032256018,-0.675027524413516,-0.381841236262494,0.241841415543531,0.290541999302391,0.568186311107884,0.10563153832164,-0.756562599462639,-0.486001282060425,0.261831383666091,-0.340074726595641,-0.698262353174147,-0.675816137572748,0.202417796499906,-0.0934045985890928,-0.449719519690234,0.309125224163259,0.192278829076193,-0.546463623363014,0.0221639011221607,1.28492683696698,-0.0955942739037339,-0.291754787061693,0.0800356294489054,0.720373148682907,-0.192904810888661,-0.573640489034253,0.325944839171488,"Female",0
