"PartSop_AbsoluteIntervallicTrimRatio","PartSop_Ambitus","PartSop_AscendingIntervallicMean","PartSop_AverageDuration","PartSop_DescendingIntervallicStd","PartSop_DottedRhythm","PartSop_HighestNoteIndex","PartSop_IntervallicKurtosis","PartSop_IntervallicMean","PartSop_IntervallicTrimDiff","PartSop_IntervallicTrimRatio","PartSop_IntervalsAugmentedAsc_Per","PartSop_IntervalsAugmentedDesc_Per","PartSop_IntervalsBeyondOctaveAsc_Per","PartSop_IntervalsBeyondOctaveDesc_Per","PartSop_IntervalsDiminishedAsc_Per","PartSop_IntervalsDiminishedDesc_Per","PartSop_IntervalsMajorAll_Per","PartSop_IntervalsMajorAsc_Per","PartSop_IntervalsMinorAll_Per","PartSop_IntervalsMinorDesc_Per","PartSop_IntervalsPerfectAll_Per","PartSop_IntervalsPerfectAsc_Per","PartSop_IntervalsPerfectDesc_Per","PartSop_LargestSemitonesAsc","PartSop_LargestSemitonesDesc","PartSop_LeapsAsc_Per","PartSop_LeapsDesc_Per","PartSop_RhythmInt","PartSop_StepwiseMotionAll_Per","PartSop_SyllabicRatio","PartSop_TrimmedAbsoluteIntervallicStd","PartSop_VoicePresence","y","PartSop_LargestIntervalAll_P8"
-0.17489086021462,-0.678832642141011,1.1245917338328,-1.01737663813856,0.0855106796485472,-0.680220580804325,0.840089088498078,-0.866419024738141,1.27721687930306,-0.185865646640548,0.382703801418125,-0.107814081985727,-0.495346035019633,-0.695188451283163,-0.350003531611403,0.105348763873707,1.56408678244663,-0.786437866332714,-1.08936357231981,-1.30488173240075,-1.3165475024119,1.54564314039563,0.766489172056849,0.433893600916953,-0.577476313850285,-0.0543277469032874,1.15174117481216,0.176536643793789,-0.0499446578386459,-1.33167993687628,-0.743439931831103,1.03286480416496,0.422814912644273,"Female",1
-0.268653985913012,-0.010535007180063,-0.749112205812198,-1.21535683145158,-0.360340318900878,2.02254058966784,1.2343190590869,-0.537098324328716,0.698997765080795,-0.292054303847473,0.747700481307597,0.341629399640682,-0.495346035019633,-0.695188451283163,-0.350003531611403,-0.729109981122807,-0.688163681552377,0.384662193192512,0.476479105496287,-0.451896063713038,-0.443157706047622,0.0293063283962096,0.224865809577589,-0.687376160977343,-0.577476313850285,1.05342098253682,-0.69704888590591,-0.290373931134109,3.82359435898435,0.305830524699211,-0.168799622758583,-0.265533226458889,1.80359168440962,"Female",1
1.30831112438713,1.66020908022231,-0.134127746225203,-0.182963220082613,-0.690675340091089,-0.0988494650392656,1.2343190590869,1.18256538704647,0.631969651113757,1.2644636838154,1.84302344415355,1.09449520918098,-0.495346035019633,-0.123526908482528,-0.350003531611403,0.454772176665845,-0.288743225600007,-0.647515135732993,-1.23210637769899,1.67722035765045,1.65198020697078,-0.55913358112521,-0.71162063797883,-0.434474856976688,0.1415354629316,-0.0543277469032874,-0.468070555307292,-0.934322617466386,-0.26092432556318,0.680729059122197,0.106131486246044,-0.955004970177255,-0.772453812225709,"Female",0
-1.2022853869171,-0.010535007180063,-0.386500076179171,-1.16286454225604,-0.187614358056314,1.34786080097694,0.0516291473204437,-0.635935441281246,0.277320898855296,-0.0422066041787161,0.0760029925488006,-0.76213734373751,-0.495346035019633,-0.695188451283163,-0.350003531611403,-0.729109981122807,-0.688163681552377,0.323517462286298,0.804129536839335,0.363628871764962,-0.0600438641012788,-0.369562607487218,-0.356200689464948,0.8261475118484,-1.29648809063217,-0.0543277469032874,0.12134352345553,1.18642911950418,0.393679980972595,-0.267113740128755,-0.473566169052424,-0.178249780010971,-1.03527394696165,"Female",0
0.777358426225049,0.323613810300411,1.35800981290629,0.486846461309243,0.834449657089668,-0.0634344051570812,0.0516291473204437,-0.588526366343673,0.277320898855296,0.302274282725935,0.0760029925488006,-0.76213734373751,-0.495346035019633,-0.695188451283163,-0.350003531611403,0.951046010486362,-0.688163681552377,-0.581711049408506,-0.746157274934187,-0.688870433394423,-0.155847660570711,1.14179564060024,0.46579935606922,0.269052763561541,-0.577476313850285,-0.0543277469032874,0.216040696773058,0.350590081842361,-0.215950320935992,-0.869130085235394,-0.955739393109781,1.5403657698975,2.20985458142245,"Female",1
-1.0788757830284,-0.678832642141011,-0.209876566191319,0.109921110346349,0.0250610927791728,-0.680220580804325,0.0516291473204437,-0.76119581608348,0.277320898855296,-0.78747111598329,0.0760029925488006,-0.76213734373751,-0.495346035019633,-0.695188451283163,-0.350003531611403,-0.729109981122807,0.640960440952299,0.0886402955002735,0.346549652222607,0.581998833506147,0.0526201399705039,-0.411823582473349,-0.00029359738127859,0.289719838470574,-0.577476313850285,-0.0543277469032874,1.43713582639379,0.714142438891841,-0.827047322906585,-0.585531131339818,0.32558810952525,-0.0670439729739708,1.22874350360235,"Male",1
-0.572198831841211,-1.68127909458243,-0.62594387888779,-0.83736751605382,0.44810784282161,1.73635428749099,-0.736830793857191,-1.18411533523933,-0.773536388153077,-1.06023511996295,-0.0322389196640421,0.613206454250429,3.42374258411432,-0.695188451283163,-0.350003531611403,-0.729109981122807,-0.688163681552377,0.662206950233836,0.90925228291508,0.948596336752596,0.759044921267205,-1.39524583596457,-0.0587854708808556,-1.14353761068274,-1.29648809063217,1.05342098253682,-0.129516366720727,-0.234037227660857,0.617769331648308,0.918893407809923,0.219561979834987,0.383473792109641,-1.73898071326532,"Male",0
-1.22893988711096,-0.010535007180063,2.03263401546496,0.592827300032351,0.651150919504744,-0.680220580804325,0.0516291473204437,-1.37516949895257,0.277320898855296,0.0853994509803367,0.0760029925488006,1.22408250665625,-0.495346035019633,-0.0836266738961897,-0.350003531611403,-0.729109981122807,-0.260864894283535,-1.2723722730459,-0.5268936970732,-0.919190171152155,-1.06540622952621,1.89307649403602,0.566202280412704,2.86580398204617,0.860547239713484,-0.0543277469032874,2.83717871516703,3.17149100713845,-1.04306952976648,-3.37570512581834,-1.06778630089464,2.03234406227979,1.96873645220826,"Male",0
1.1401480533132,-0.678832642141011,0.357760581033758,-1.11682726166904,-0.129339012166078,0.156395365958572,-0.342600823268373,-0.377339301528298,-0.573403608086644,0.729590373290315,-0.521906670025737,-0.76213734373751,-0.495346035019633,-0.695188451283163,-0.350003531611403,0.285130526007123,0.680582027260036,-0.134077973652227,-0.944569654729275,0.357524250572038,0.733550388970202,-0.106845660071936,-0.0714453383252512,-1.89742681310959,-0.577476313850285,0.684171406056786,-0.244623009510639,-0.807473488550931,0.362927280955787,0.183401083929001,-0.643300235184111,-0.124195975418924,0.140953869151678,"Male",1
0.248046693576666,0.657762627780885,1.18727740756464,-1.55393144346976,0.13427370368704,2.02567635979096,-0.736830793857191,-0.379390829603509,0.277320898855296,0.914891964309004,0.0760029925488006,-0.36245878344377,-0.495346035019633,-0.449064508187688,0.598678180221144,-0.729109981122807,-0.688163681552377,1.95858491106143,0.161891163137441,-0.765043494045859,-0.325388086907063,-1.27856470928416,0.539267184449448,0.512477435097624,0.1415354629316,-1.53132605282344,1.28615630866758,-0.493651832011212,2.2509867917891,0.902322608999349,4.63372798292722,0.194466922545287,-0.236747604037685,"Male",0
